Period,EQ,Social_Search_Impressions,Social_Search_Working_cost,Digital_Impressions,Digital_Working_cost,Print_Impressions.Ads40,Print_Working_Cost.Ads50,OOH_Impressions,OOH_Working_Cost,SOS_pct,Digital_Impressions_pct,CCFOT,Median_Temp,Median_Rainfall,Fuel_Price,Inflation,Trade_Invest,Brand_Equity,Avg_EQ_Price,Any_Promo_pct_ACV,Any_Feat_pct_ACV,Any_Disp_pct_ACV,EQ_Base_Price,Est_ACV_Selling,pct_ACV,Avg_no_of_Items,pct_PromoMarketDollars_Category,RPI_Category,Magazine_Impressions_pct,TV_GRP,Competitor1_RPI,Competitor2_RPI,Competitor3_RPI,Competitor4_RPI,EQ_Category,EQ_Subcategory,pct_PromoMarketDollars_Subcategory,RPI_Subcategory
10,914.7091908733393,21750984.5,65360.107142857145,6201044.107142857,208214.82142857142,201677.2142857143,89194.10714285714,433096285.71428573,1487818.2142857143,28.035714285714285,22.857142857142858,52.17857142857143,56.714285714285715,0.5099985714285715,8.677607142857145,0.06152021428571427,4901.928571428572,43.39392857142858,50.28285714285715,8.503464285714285,3.507857142857142,2.571535714285715,1.5398214285714285,576732918.4285715,30.681428571428572,2.564446428571429,0.2554664285714286,40.685464285714296,50.5639285714286,25.921785714285715,106.45142857142858,39.30357142857144,45.92250000000001,71.1067857142857,6723311.571428572,546284.9642857143,0.2180785714285714,40.86392857142858
11,431.5056587988571,17689363.785714287,62915.17857142857,7701713.321428572,224152.07142857142,196431.5357142857,91236.03571428571,403674890.96428573,1501888.107142857,23.142857142857142,24.642857142857142,55.0,60.107142857142854,0.5795453571428572,8.525785714285714,0.06644053571428572,5224.321428571428,43.178928571428564,50.98428571428571,8.343857142857145,4.0496428571428575,1.895464285714286,1.5522500000000004,537440240.9285715,27.143571428571427,2.5627357142857146,0.20763107142857143,41.6715,49.79749999999999,30.59214285714285,105.92607142857143,39.055714285714295,46.05285714285715,69.95142857142856,6325087.357142857,564496.25,0.24369285714285716,41.77821428571427
12,1036.9624850011785,20165466.25,55816.21428571428,6549919.178571428,250354.7142857143,181448.60714285713,95168.85714285714,485408049.46428573,2093250.857142857,24.928571428571427,24.142857142857142,57.67857142857143,55.464285714285715,0.5437232142857142,8.548357142857144,0.07133639285714284,4905.607142857143,43.09678571428571,51.32678571428571,8.295714285714286,3.5832142857142864,2.6801428571428576,1.5880714285714281,653329170.8214285,31.311071428571427,2.5781071428571423,0.22783642857142858,41.035821428571445,51.49857142857144,28.64678571428572,104.705,39.29964285714287,46.01571428571429,71.60785714285717,5624292.071428572,532690.0,0.23710714285714288,40.74142857142857
13,740.7170946864641,21754084.0,59862.857142857145,5087068.678571428,212338.4642857143,199595.5,102907.64285714286,477166661.28571427,1965082.4642857143,24.964285714285715,20.178571428571427,52.785714285714285,51.142857142857146,0.4674014285714286,8.694285714285716,0.06957939285714285,6430.035714285715,43.35,52.29428571428571,7.538428571428571,3.671785714285715,2.2243214285714283,1.5591785714285713,588259168.25,30.838928571428568,2.5539071428571427,0.1937207142857143,41.7275,50.47500000000001,28.810357142857146,107.58428571428571,38.17642857142858,46.21499999999999,70.88107142857142,7638941.071428572,572608.1071428572,0.20834285714285708,39.83964285714284
14,612.4953443965608,20015430.67857143,65059.607142857145,6521058.25,220693.60714285713,194892.5,101456.10714285714,497031463.96428573,2209972.464285714,17.75,27.142857142857142,59.5,52.392857142857146,0.4465942857142856,8.574071428571429,0.06717889285714286,5931.535714285715,43.13714285714285,51.83892857142858,8.009535714285715,3.582142857142857,2.4589285714285714,1.5430714285714284,626540240.1071428,28.978928571428572,2.5689321428571428,0.2230303571428571,40.397000000000006,52.3882142857143,24.912142857142857,105.59035714285713,37.831785714285715,46.24285714285714,70.42678571428571,6895074.25,547299.5714285715,0.22392499999999999,40.818571428571424
15,291.45786345639283,18459738.75,69907.46428571429,5885254.035714285,223234.0357142857,213528.25,82217.82142857143,434039119.78571427,1861860.8214285714,25.607142857142858,25.107142857142858,58.535714285714285,50.392857142857146,0.47994285714285706,8.752107142857144,0.05567950000000001,5223.0,43.19714285714286,51.29035714285715,8.237678571428573,4.277142857142857,1.980107142857143,1.566392857142857,624892312.3928572,30.93142857142857,2.5969,0.198665,40.72728571428571,48.49357142857142,28.69071428571429,104.71214285714287,39.40214285714286,46.328214285714296,70.03178571428569,6408943.678571428,501940.39285714284,0.20545714285714287,39.30214285714286
16,591.9699639108214,20566860.17857143,64373.642857142855,7367403.857142857,227292.82142857142,231377.5,101173.21428571429,324985496.4285714,1867646.9285714286,27.25,25.0,54.607142857142854,50.464285714285715,0.5121796428571429,8.574214285714287,0.06213325000000001,4535.142857142857,43.11964285714286,52.20714285714286,8.320821428571428,3.5092857142857135,2.6162857142857137,1.5459285714285718,565567588.0714285,29.88535714285714,2.583307142857142,0.2302189285714286,40.75364285714286,51.46357142857143,28.59857142857143,106.61607142857144,38.05392857142857,46.383571428571436,68.31107142857142,6972336.678571428,580930.0,0.20566071428571425,39.9325
17,738.2658960813571,19425220.5,59140.392857142855,5584205.071428572,250369.89285714287,192575.2857142857,91513.64285714286,429624552.0714286,1985917.4642857143,22.464285714285715,33.964285714285715,57.32142857142857,55.107142857142854,0.44758892857142846,8.409071428571428,0.07501228571428573,5332.357142857143,43.1325,51.39607142857143,6.9485,4.153928571428571,2.3189642857142863,1.560392857142857,613681773.4285715,30.472857142857144,2.5822714285714286,0.21315142857142858,40.01353571428571,54.60607142857143,26.556071428571425,107.42142857142856,36.74964285714287,46.74964285714286,69.33928571428571,7809855.0,559770.8571428572,0.20406071428571423,39.71857142857142
18,528.6189221765106,17398002.85714286,67845.14285714286,6236380.714285715,248509.67857142858,194703.7857142857,105250.5,456206794.35714287,2080977.4642857143,21.214285714285715,25.857142857142858,57.5,54.392857142857146,0.542715,8.360178571428571,0.05883064285714285,5881.321428571428,43.299285714285716,51.36464285714287,8.888571428571428,4.043571428571429,2.153571428571429,1.569642857142857,529798824.28571427,32.485714285714295,2.572789285714286,0.21712785714285715,40.59924999999999,48.50714285714286,28.12678571428572,108.30678571428571,39.25750000000001,46.02249999999999,71.65714285714287,6104845.75,592550.4642857143,0.2235821428571429,39.01035714285715
19,453.9790796007499,21033004.17857143,58645.71428571428,6342954.25,207120.57142857142,186234.0357142857,97638.17857142857,398293308.9285714,1461523.142857143,26.571428571428573,24.142857142857142,61.5,57.5,0.3896096428571428,8.650714285714287,0.06137782142857144,6554.892857142857,43.236428571428576,50.77928571428573,9.047607142857144,3.9957142857142856,2.793357142857143,1.5336071428571427,628880032.2142857,27.342857142857145,2.5542428571428575,0.21662178571428573,41.471821428571445,48.61464285714284,28.573928571428564,104.71999999999998,38.011785714285715,45.616785714285705,70.41035714285715,6107096.142857143,544662.5357142857,0.2296035714285714,40.469285714285725
20,1040.8134038010714,20015375.714285713,63129.82142857143,7245527.321428572,230740.7142857143,206908.5,116994.0,547469062.0,1753470.142857143,22.857142857142858,24.678571428571427,67.10714285714286,55.535714285714285,0.5756942857142858,8.722928571428572,0.06973882142857145,4842.25,43.310357142857136,53.627142857142864,10.646821428571428,3.8167857142857144,2.2307142857142863,1.5708214285714284,644996099.5357143,29.81821428571428,2.6666000000000003,0.23269821428571436,40.296607142857155,53.88571428571429,29.70642857142857,106.77857142857142,39.30535714285714,46.990357142857135,69.96107142857144,7107874.321428572,540870.2857142857,0.23000357142857136,41.493571428571435
21,481.1474472264678,17670255.14285714,58052.607142857145,6810927.5,194409.67857142858,192974.17857142858,104992.0,393834981.5,1937869.7142857143,27.357142857142858,28.285714285714285,64.67857142857143,52.142857142857146,0.47514035714285713,8.474750000000002,0.07280710714285714,5289.857142857143,43.25428571428571,51.181071428571435,7.034749999999998,3.7353571428571426,2.0391071428571426,1.5237142857142858,658014669.8928572,31.418928571428562,2.5753464285714287,0.21918214285714285,40.24478571428572,50.00357142857144,29.989642857142858,106.61142857142859,38.14642857142858,46.1925,68.59214285714286,7084842.857142857,539995.1785714285,0.21238928571428575,41.39464285714285
22,530.0400524721427,20449065.92857143,61658.857142857145,5814596.392857143,212552.9642857143,192471.5,99525.85714285714,448815234.5714286,2053009.5,25.928571428571427,24.857142857142858,52.964285714285715,51.535714285714285,0.5623857142857144,8.645142857142856,0.06501482142857144,6164.857142857143,43.04785714285714,50.358928571428564,6.788714285714286,3.525357142857143,2.2921071428571436,1.5552857142857142,653218413.8928572,31.03428571428572,2.512246428571428,0.2116275,39.68964285714286,52.21035714285715,29.213214285714287,107.1842857142857,38.239285714285714,46.156785714285725,70.33535714285713,6295968.785714285,579758.2857142857,0.20213928571428572,40.21178571428572
23,548.9346841466786,18881945.714285713,61557.25,6397143.571428572,182722.57142857142,180186.2142857143,84785.82142857143,425935340.64285713,1883515.857142857,23.714285714285715,25.25,53.82142857142857,56.67857142857143,0.5051135714285715,8.682999999999998,0.0716449642857143,5637.142857142857,43.34214285714287,50.39714285714285,7.947821428571428,3.976785714285714,2.5692857142857144,1.5654642857142858,499003410.35714287,29.694642857142856,2.5097178571428564,0.22051107142857143,40.715285714285706,52.99,32.09892857142857,107.77999999999999,39.45428571428571,46.237857142857145,70.64142857142856,6488917.571428572,521487.78571428574,0.22763571428571425,39.06928571428572
24,936.9760825166251,18982717.035714287,60218.392857142855,6905242.214285715,228605.89285714287,225310.82142857142,85388.89285714286,453129336.35714287,2259355.785714286,27.464285714285715,28.285714285714285,52.25,52.535714285714285,0.514680357142857,8.681035714285711,0.06724689285714286,6235.821428571428,43.23785714285714,51.891428571428584,8.277607142857141,4.1925,2.299285714285715,1.5398214285714287,590458382.6071428,32.68285714285714,2.5999678571428575,0.2559239285714286,41.17778571428572,50.01964285714286,30.3325,107.115,38.33071428571428,46.517857142857146,70.45892857142859,6982272.357142857,536399.7857142857,0.22750357142857142,39.06964285714286
25,943.5316047260001,21947455.57142857,61687.0,6949925.178571428,263259.39285714284,175239.14285714287,107163.42857142857,453854217.0714286,1537248.607142857,24.5,23.0,54.07142857142857,56.82142857142857,0.60069,8.528892857142855,0.08087942857142857,5696.642857142857,43.11000000000001,52.001785714285724,8.996392857142856,4.003214285714286,2.1020357142857145,1.523607142857143,564873357.3571428,30.481785714285717,2.517467857142857,0.19389535714285716,39.49021428571428,50.748214285714276,27.42714285714285,106.58464285714285,38.23535714285715,45.67500000000001,70.7775,7426603.071428572,551773.3928571428,0.19325,40.840357142857144
26,586.5997172594999,21463301.64285714,70641.71428571429,7167151.571428572,226277.7857142857,171842.57142857142,90367.92857142857,470363159.14285713,2058487.892857143,25.178571428571427,21.857142857142858,60.25,57.607142857142854,0.5159692857142857,8.622928571428574,0.06418378571428572,5614.0,43.14214285714286,50.8032142857143,9.415357142857141,4.009642857142857,2.272,1.564857142857143,551218625.1785715,26.309642857142858,2.5391749999999993,0.19910392857142858,39.759214285714286,50.34214285714285,30.072499999999994,106.61821428571425,37.99892857142857,46.021071428571425,70.57857142857144,7306568.678571428,589483.5,0.22926071428571435,39.13785714285716
27,1012.8984522274998,21231067.464285713,66015.32142857143,6858499.678571428,227639.42857142858,176149.0,101450.71428571429,438808565.89285713,2276325.3928571427,24.5,24.892857142857142,57.42857142857143,51.92857142857143,0.5526399999999999,8.375785714285714,0.07481342857142857,4643.214285714285,43.243214285714295,50.200357142857136,9.700964285714283,3.8389285714285712,1.7027857142857143,1.5280000000000002,646382082.1785715,30.091428571428565,2.532928571428571,0.2694682142857142,39.59639285714287,46.27428571428571,30.08892857142857,106.82178571428571,37.66464285714285,46.923571428571435,69.70464285714286,6963935.035714285,568235.8571428572,0.2180607142857143,40.718571428571416
28,771.4239759914288,17412342.42857143,68687.92857142857,7083418.928571428,238837.10714285713,191140.9642857143,104557.25,450136267.8214286,2029543.142857143,24.178571428571427,22.0,61.392857142857146,57.82142857142857,0.5023082142857144,8.586035714285714,0.08229117857142858,5294.607142857143,43.374285714285726,51.00571428571429,9.035535714285714,4.04,2.057071428571428,1.5868214285714282,537450131.7142857,28.670357142857146,2.5891392857142854,0.24048785714285717,41.037964285714295,47.246785714285714,29.009285714285717,105.95785714285716,38.54250000000001,46.75035714285714,67.77607142857143,6000083.642857143,518009.5714285714,0.22560357142857143,40.879642857142855
29,760.2473710688215,21463212.464285713,65688.03571428571,5477915.678571428,188943.10714285713,182963.92857142858,92266.14285714286,489517259.14285713,2295550.6785714286,23.678571428571427,20.428571428571427,62.785714285714285,56.75,0.45914035714285717,8.416464285714286,0.0725440357142857,5078.5,43.26464285714286,51.64035714285715,9.023535714285712,3.6307142857142862,1.9965000000000006,1.5430714285714286,550682431.5714285,28.78964285714286,2.5422535714285717,0.2350296428571428,39.662928571428566,49.88071428571429,25.56714285714286,106.92464285714287,36.68535714285714,46.52071428571428,71.31642857142857,7181422.107142857,551131.6428571428,0.21101428571428574,39.49250000000001
30,1249.6315788958218,18190114.42857143,77429.14285714286,7925120.928571428,195574.17857142858,208601.4642857143,96015.39285714286,379147530.4285714,2075808.0,22.464285714285715,19.071428571428573,60.57142857142857,59.392857142857146,0.5842225,8.500250000000001,0.07059782142857143,5941.392857142857,43.0375,49.80892857142857,7.819642857142857,3.687142857142858,2.330821428571429,1.5753214285714283,582672457.9285715,29.69535714285714,2.5308678571428573,0.2554621428571429,41.412321428571424,45.48321428571428,30.919285714285717,106.82642857142855,38.66821428571428,46.02107142857142,70.50607142857143,7631537.571428572,591982.6428571428,0.22446428571428573,40.57892857142857
31,830.4444721340717,22358034.964285713,52299.67857142857,6108566.107142857,265523.85714285716,190496.14285714287,85971.14285714286,481502975.64285713,2114909.785714286,24.214285714285715,20.5,49.92857142857143,58.32142857142857,0.3824632142857142,8.436892857142857,0.06344832142857142,5558.035714285715,43.161785714285706,49.833214285714284,8.027214285714285,3.8932142857142855,2.1786071428571425,1.5407857142857149,508209651.5714286,30.692857142857147,2.5167428571428574,0.23592464285714287,41.1565,45.58678571428571,26.514642857142857,107.35714285714286,39.23571428571428,45.88749999999999,72.33071428571428,7333362.535714285,547421.3928571428,0.2317214285714285,40.3957142857143
32,337.99276216739275,20392461.67857143,65006.857142857145,6653942.535714285,196596.0,199394.82142857142,105960.57142857143,473869897.78571427,2273050.1071428573,26.428571428571427,28.071428571428573,54.17857142857143,54.42857142857143,0.4778425,8.554178571428574,0.05591892857142859,5277.321428571428,43.329642857142865,52.7625,8.27557142857143,3.605714285714286,2.024571428571428,1.5517499999999997,555242838.3928572,32.239285714285714,2.6028714285714285,0.18910142857142856,41.612178571428565,51.53035714285715,30.035000000000007,105.31392857142855,38.75464285714286,46.41107142857142,71.0292857142857,7012108.678571428,570879.7142857143,0.22981785714285707,42.200357142857136
33,905.7851988739285,19558316.32142857,60972.25,7437364.178571428,243595.85714285713,193614.0357142857,86258.07142857143,516168113.78571427,1820548.9285714286,24.25,20.678571428571427,55.964285714285715,53.92857142857143,0.6050689285714286,8.489392857142859,0.06837807142857143,5469.464285714285,43.16392857142857,50.99785714285714,8.959071428571429,3.9432142857142862,2.1024285714285718,1.5483214285714286,624342689.5357143,28.669285714285706,2.5850392857142857,0.19705392857142856,40.586285714285715,52.142500000000005,27.30035714285714,105.87321428571428,38.43035714285715,45.473214285714285,68.57642857142856,6693520.714285715,586094.9285714285,0.21261428571428573,40.621071428571426
34,759.2269678615357,18764022.42857143,55106.78571428572,7403728.535714285,187486.0,193637.0357142857,88227.85714285714,464906517.78571427,2057582.7857142857,26.142857142857142,25.821428571428573,50.107142857142854,57.392857142857146,0.5040125,8.35957142857143,0.07111946428571428,4618.928571428572,43.20214285714287,51.617142857142866,9.28535714285714,4.0407142857142855,2.0962142857142863,1.5454642857142855,582623688.9285715,29.287857142857145,2.5419071428571436,0.23035500000000003,40.16725000000001,49.34285714285714,29.684285714285714,106.63571428571431,39.16928571428572,46.37642857142856,70.6442857142857,6135603.714285715,508860.3214285714,0.2347571428571429,38.74178571428571
35,659.9175170430002,19940567.0,59509.96428571428,6901808.5,215824.42857142858,199109.4642857143,98878.17857142857,482810100.75,1876306.6785714286,22.5,23.428571428571427,60.642857142857146,55.642857142857146,0.49273035714285723,8.598107142857142,0.06524046428571428,4748.785714285715,43.33821428571429,51.0225,7.203107142857143,4.21,2.3555357142857147,1.5354642857142853,541493050.2142857,29.68285714285714,2.5100928571428573,0.20307678571428575,39.57967857142858,42.816071428571426,29.532500000000002,104.7792857142857,38.403571428571425,46.60000000000001,73.32607142857144,7400684.035714285,510323.46428571426,0.22760714285714284,39.23357142857144
36,576.1236964646786,21148688.89285714,71063.60714285714,7150296.821428572,201663.75,215966.60714285713,85815.64285714286,482642511.35714287,2143756.3928571427,25.964285714285715,26.607142857142858,51.714285714285715,54.92857142857143,0.42846857142857137,8.382,0.06921535714285715,5571.142857142857,43.28821428571428,51.32,8.065535714285716,3.9378571428571436,2.517285714285714,1.5214642857142855,655226145.1785715,29.261785714285715,2.5371857142857133,0.20544035714285716,40.1445,51.98464285714285,29.83107142857142,107.35857142857142,39.53321428571429,45.78321428571429,70.59785714285714,5964444.892857143,507598.5,0.20321071428571433,39.955714285714286
37,1274.69644544875,17664503.0,65568.14285714286,5357181.892857143,200032.0357142857,210135.39285714287,81191.96428571429,416715901.85714287,1949274.1785714286,27.035714285714285,24.285714285714285,57.785714285714285,52.107142857142854,0.6073932142857144,8.350535714285716,0.07554635714285714,6845.5,43.24892857142857,50.82642857142857,7.3625357142857135,3.933928571428571,2.0987142857142858,1.5407499999999998,590658173.25,28.125714285714285,2.6025821428571425,0.2665146428571428,41.066250000000004,52.036785714285706,26.212142857142858,105.22678571428573,38.370000000000005,46.173571428571435,71.50428571428571,7200464.464285715,531979.75,0.22416428571428573,38.27964285714285
38,280.2874639958143,19079223.07142857,63477.96428571428,7301245.357142857,218568.5,224310.0,100503.92857142857,500443815.1785714,1891973.75,25.75,26.178571428571427,58.67857142857143,56.035714285714285,0.41091178571428566,8.42917857142857,0.07487228571428572,5488.821428571428,43.14107142857143,49.995357142857145,9.023392857142856,3.865000000000001,2.097785714285714,1.5363214285714284,557984140.6785715,29.301071428571426,2.564578571428572,0.20920214285714286,40.96625,47.41214285714286,32.20392857142858,107.46785714285716,40.40428571428571,46.27464285714286,69.4407142857143,5916252.678571428,520765.1785714286,0.20957142857142855,40.910000000000004
39,588.9503292617501,17266147.82142857,70332.92857142857,6285226.25,182174.7857142857,206361.10714285713,94147.53571428571,351498035.64285713,1913952.25,30.107142857142858,25.464285714285715,49.464285714285715,58.17857142857143,0.5123064285714285,8.463499999999998,0.07161003571428573,5752.678571428572,43.029999999999994,49.90571428571429,8.647107142857145,4.079285714285715,1.9162857142857141,1.5326071428571428,515003350.60714287,30.203571428571433,2.5531571428571427,0.2560221428571428,40.41224999999999,50.365,29.774642857142855,103.05107142857142,38.214999999999996,46.60607142857143,68.75107142857142,6204373.642857143,562032.6785714285,0.20781071428571435,39.78357142857142
40,463.85304648903565,18934978.60714286,60520.07142857143,5919839.678571428,211249.10714285713,199086.7142857143,98886.67857142857,501181116.6785714,1956199.892857143,25.464285714285715,27.142857142857142,55.714285714285715,60.214285714285715,0.45910821428571424,8.883357142857143,0.06882064285714286,5446.321428571428,43.09464285714285,52.14821428571429,9.171964285714285,3.796071428571429,2.1470000000000002,1.5222499999999997,560934500.5,29.541785714285716,2.542753571428572,0.18182714285714288,41.08589285714286,49.95464285714286,29.54285714285714,107.52714285714286,38.78499999999999,46.36035714285715,68.78678571428574,8013889.5,505812.6785714286,0.2541178571428572,40.0675
41,354.93442038107145,20006550.75,59781.25,7919730.428571428,201498.89285714287,202203.0357142857,98835.46428571429,449561293.3214286,2178926.9285714286,23.0,25.928571428571427,53.17857142857143,58.607142857142854,0.5251817857142858,8.410392857142858,0.06608235714285715,5193.5,43.364285714285714,53.840357142857144,8.756357142857144,3.8521428571428573,1.890464285714286,1.5606071428571424,553817745.3928572,29.45321428571429,2.575782142857143,0.22510214285714278,39.80296428571429,52.14,27.92285714285714,105.40392857142857,38.88178571428572,46.17500000000001,71.73642857142856,6463908.0,522670.10714285716,0.21138571428571423,40.309285714285714
42,434.88018733107157,17353520.285714287,58623.96428571428,7672091.5,247966.89285714287,205218.14285714287,94466.57142857143,400620651.75,2137421.4285714286,29.607142857142858,28.214285714285715,53.92857142857143,53.42857142857143,0.5231492857142858,8.513571428571428,0.074213,5961.571428571428,43.37285714285714,51.777142857142856,9.935357142857143,4.221071428571428,2.2142500000000003,1.5329642857142858,538869831.1785715,30.206428571428575,2.602214285714286,0.23965892857142865,40.63117857142856,52.88000000000001,27.86142857142857,107.09678571428572,39.661071428571425,45.93642857142856,72.82178571428571,6993097.107142857,553415.25,0.22737500000000002,40.846428571428575
